id,storeId,code,medicineName,genericName,medicineType,hsncode,company,,mrpPrice,saleprice,gst,availabilityQty,batchNumber,expiryDate,potency
2660,66682bdcd2a08931144c1cff,PHAR-L-259/30045034,LOGNEMER-1.5GM VAIL,MEROPENEM,INJECTION,,,,,,,,,,
2661,66682bdcd2a08931144c1cff,PHAR-L-260/6210,L.S BELT- XL,,MISCELLANEOUS,,DYNA,,,,,,,,
2662,66682bdcd2a08931144c1cff,PHAR-L-261/6210,L.S BELT - XXL,,MISCELLANEOUS,,DYNA,,,,,,,,
2663,66682bdcd2a08931144c1cff,PHAR-L-262/3004,LIMCEE-500MG (CHEWABLE)TABLET,,TABLET,,ABBOT PHARMA,,,,,,,,
2664,66682bdcd2a08931144c1cff,PHAR-L-263/3004,LANTUS SOLOSTAR-100IU(PEN FILLED),,INJECTION,,SANOFI INDIA,,,,,,,,
2665,66682bdcd2a08931144c1cff,PHAR-L-264/3004,LACOSET 100 MG - TABLET,LACOSAMIDE,TABLET,,SUN PHARMA,,,,,,,,
2666,66682bdcd2a08931144c1cff,PHAR-L-265/3004,LIPAGLYN-4 MG TABLET,SAROGLITAZAR,TABLET,,CADILA LTD,,,,,,,,
2667,66682bdcd2a08931144c1cff,PHAR-L-266/3004,LINOFIX-600 TABLET,LINEZOLID,TABLET,,,,,,,,,,
2668,66682bdcd2a08931144c1cff,PHAR-L-267/3004,LUPICAL-500 TABLET,CALCIUM AND VITAMIN D3,TABLET,,LUPIN PHARMA,,,,,,,,
2669,66682bdcd2a08931144c1cff,PHAR-L-268/3004,LENTECLIN-LB CAPSULES,DOXYCYCLINE,CAPSULE,,ARISTO,,,,,,,,
2670,66682bdcd2a08931144c1cff,PHAR-L-269/30049049,LETROZ- 2.5MG TABLET,LETROZOLE,TABLET,,SUN PHARMA,,,,,,,,
2671,66682bdcd2a08931144c1cff,PHAR-L-270/30049091,LEVOLIN-0.63 RESPULES,LEVOSALBUTAMOL SULPHATE,RESPULES,,CIPLA PHARMA,,,,,,,,
2672,66682bdcd2a08931144c1cff,PHAR-L-271/3006,LOGUT- LOOP WNL2215,,SUTURE,,LOTUS SURGICAL PVT LTD,,,,,,,,
2673,66682bdcd2a08931144c1cff,PHAR-L-272/21069099,LAMINO - G I POWDER,,NUTRITIONAL SUPP,,LA RENON,,,,,,,,
2674,66682bdcd2a08931144c1cff,PHAR-L-273/3004,LIPIKIND-CV 10 - CAPSULES,ATORVASTATIN&CLOPIDOGREL,CAPSULE,,MANKIIND,,,,,,,,
2675,66682bdcd2a08931144c1cff,PHAR-L-274/3006,LBDU 0326 (BARB-E) 45 CM,,SUTURE,,LOTUS SURGICAL PVT LTD,,,,,,,,
2676,66682bdcd2a08931144c1cff,PHAR-L-275/21069099,LAMINO-GI PLUS POWDER,,EXT.PREPRATION,,LA RENON,,,,,,,,
2677,66682bdcd2a08931144c1cff,PHAR-L-276/300450,LYCOPPER CAPSULE,,CAPSULE,,SIGNOVA HEATHCARE,,,,,,,,
2678,66682bdcd2a08931144c1cff,PHAR-L-277/30049099,LEVERA SOLUTION - 200 ML,LEVETIRACETAM,SYRUP,,INTAS MED,,,,,,,,
2679,66682bdcd2a08931144c1cff,PHAR-M-001/,MA-DHA CAP,,CAPSULE,,,,,,,,,,
2680,66682bdcd2a08931144c1cff,PHAR-M-002/,MACVESTIN 500MG TABLET,UNIVESTIN,TABLET,,MACLEODS,,,,,,,,
2681,66682bdcd2a08931144c1cff,PHAR-M-003/,MECGLA CAP,,CAPSULE,,,,,,,,,,
2682,66682bdcd2a08931144c1cff,PHAR-M-004/,MEGAPEN- KID TAB,AMPICILLIN AND CLOXACILLIN,TABLET,,ARISTO,,,,,,,,
2683,66682bdcd2a08931144c1cff,PHAR-M-005/,MEGANEURAN,,CAPSULE,,OTSIRA,,,,,,,,
2684,66682bdcd2a08931144c1cff,PHAR-M-006/,MEGANEURON OD PLUS,,CAPSULE,,OTSIRA,,,,,,,,
2685,66682bdcd2a08931144c1cff,PHAR-M-007/,MEGAPEN 500 CAP,,CAPSULE,,,,,,,,,,
2686,66682bdcd2a08931144c1cff,PHAR-M-008/,MEGAPEN - 500 MG VAIL,AMPICILLIN AND CLOXACILLIN,INJECTION,,ARISTO,,,,,,,,
2687,66682bdcd2a08931144c1cff,PHAR-M-009/,MEGAPEN-1GM VAIL,AMPICILLIN AND CLOXACILLIN,INJECTION,,ARISTO,,,,,,,,
2688,66682bdcd2a08931144c1cff,PHAR-M-010/,MENOPACE PLUS,,CAPSULE,,,,,,,,,,
2689,66682bdcd2a08931144c1cff,PHAR-M-011/,METHYCOBAL 500MG-TABLET,,TABLET,,,,,,,,,,
2690,66682bdcd2a08931144c1cff,PHAR-M-012/,METNEUROBION OD CAP,,CAPSULE,,,,,,,,,,
2691,66682bdcd2a08931144c1cff,PHAR-M-013/,MONTAZ 125MG VAIL,CEFTRIAXONE&TAZOBACTAM,INJECTION,,,,,,,,,,
2692,66682bdcd2a08931144c1cff,PHAR-M-014/,MOX 500,,CAPSULE,,,,,,,,,,
2693,66682bdcd2a08931144c1cff,PHAR-M-015/,MOXIKIND PLUS,,CAPSULE,,,,,,,,,,
2694,66682bdcd2a08931144c1cff,PHAR-M-016/,MULTIVITAL CAPSULE,MULTIVITAMIN & MULTIMINERAL,CAPSULE,,,,,,,,,,
2695,66682bdcd2a08931144c1cff,PHAR-M-017/,MYORIL 4MG,,CAPSULE,,,,,,,,,,
2696,66682bdcd2a08931144c1cff,PHAR-M-018/,MYOSPAZ,,CAPSULE,,,,,,,,,,
2697,66682bdcd2a08931144c1cff,PHAR-M-019/,M.D.I.V.SET,,DISPOSABLE,,,,,,,,,,
2698,66682bdcd2a08931144c1cff,PHAR-M-020/,MEDTRONIC SHEAT 6F,,DISPOSABLE,,,,,,,,,,
2699,66682bdcd2a08931144c1cff,PHAR-M-021/,M.V.SET,,DISPOSABLE,,,,,,,,,,
2700,66682bdcd2a08931144c1cff,PHAR-M-022/,MALICORT DRAIN - 28,,MISCELLANEOUS,,,,,,,,,,
2701,66682bdcd2a08931144c1cff,PHAR-M-023/,MULTILOAD CU250,,MISCELLANEOUS,,,,,,,,,,
2702,66682bdcd2a08931144c1cff,PHAR-M-024/,MULTILOD CU375,,MISCELLANEOUS,,,,,,,,,,
2703,66682bdcd2a08931144c1cff,PHAR-M-025/,MOTHER HORLICKS,,NUTRITIONAL SUPP,,,,,,,,,,
2704,66682bdcd2a08931144c1cff,PHAR-M-026/,MUCINAC RESP.,,RESPULES,,,,,,,,,,
2705,66682bdcd2a08931144c1cff,PHAR-M-027/,MERSILK 1-0 RB 5332,,SUTURE,,,,,,,,,,
2706,66682bdcd2a08931144c1cff,PHAR-M-028/,MERSILK 3-0 RB NW5085,,SUTURE,,,,,,,,,,
2707,66682bdcd2a08931144c1cff,PHAR-M-029/,MERSILK NO.1-0 CUTING NDL 5037,,SUTURE,,,,,,,,,,
2708,66682bdcd2a08931144c1cff,PHAR-M-030/,MERSILK NO.1 CUTING 5062,,SUTURE,,,,,,,,,,
2709,66682bdcd2a08931144c1cff,PHAR-M-031/,MERSILK NO.2-0 CUTING 5036 NDL,,SUTURE,,,,,,,,,,
2710,66682bdcd2a08931144c1cff,PHAR-M-032/,MERSILK NO.2-0 RB NDL 5331,,SUTURE,,,,,,,,,,
2711,66682bdcd2a08931144c1cff,PHAR-M-033/,MERSILK NO.3-0 COTING 5028,,SUTURE,,,,,,,,,,
2712,66682bdcd2a08931144c1cff,PHAR-M-034/,MERSILK NO.3-0 CUT.5003,,SUTURE,,,,,,,,,,
2713,66682bdcd2a08931144c1cff,PHAR-M-035/,MERSILK NO.3-0 RB 5087,,SUTURE,,,,,,,,,,
2714,66682bdcd2a08931144c1cff,PHAR-M-036/,MERSILK NO.4-0 CUTINNG 5000,,SUTURE,,,,,,,,,,
2715,66682bdcd2a08931144c1cff,PHAR-M-037/,PROLUS LNW 805 TAPER CUT,,SUTURE,,,,,,,,,,
2716,66682bdcd2a08931144c1cff,PHAR-M-038/,M2-TONE 200ML,,SYRUP,,,,,,,,,,
2717,66682bdcd2a08931144c1cff,PHAR-M-039/,MONTRAL-SYRUP 60ML,MONTELUKASTSODIUM & LEVOCETRIZINE,SYRUP,,MICRO LAB,,,,,,,,
2718,66682bdcd2a08931144c1cff,PHAR-M-040/,MACALVIT SYP,,SYRUP,,,,,,,,,,
2719,66682bdcd2a08931144c1cff,PHAR-M-041/,MAPRATONE SYP,,SYRUP,,,,,,,,,,
2720,66682bdcd2a08931144c1cff,PHAR-M-042/,MAPRAZYME 200ML,,SYRUP,,,,,,,,,,
2721,66682bdcd2a08931144c1cff,PHAR-M-043/,MATCH-PLUS DRY SYP,,SYRUP,,,,,,,,,,
2722,66682bdcd2a08931144c1cff,PHAR-M-044/,MAXTRA 60ML,,SYRUP,,,,,,,,,,
2723,66682bdcd2a08931144c1cff,PHAR-M-045/,METACIN SUURSA 60ML,,SYRUP,,,,,,,,,,
2724,66682bdcd2a08931144c1cff,PHAR-M-046/,MCT-ROF 20ML VAIL,,INJECTION,,NEON LAB LTD,,,,,,,,
2725,66682bdcd2a08931144c1cff,PHAR-M-047/,METROGYL SUS 60ML,,SYRUP,,,,,,,,,,
2726,66682bdcd2a08931144c1cff,PHAR-M-048/,MICROCEF-50 SYP,,SYRUP,,,,,,,,,,
2727,66682bdcd2a08931144c1cff,PHAR-M-049/,MILK OF MAGNESIA,,SYRUP,,,,,,,,,,
2728,66682bdcd2a08931144c1cff,PHAR-M-050/,MIT'S LINCTUS CODEINAE CO 100ML,,SYRUP,,,,,,,,,,
2729,66682bdcd2a08931144c1cff,PHAR-M-051/,MOM PLUS 100ML,,SYRUP,,,,,,,,,,
2730,66682bdcd2a08931144c1cff,PHAR-M-052/,MONOCEF-O 30ML,,SYRUP,,,,,,,,,,
2731,66682bdcd2a08931144c1cff,PHAR-M-053/,MOX SYP,,SYRUP,,,,,,,,,,
2732,66682bdcd2a08931144c1cff,PHAR-M-054/,MUCAIN GEL 200ML,,SYRUP,,,,,,,,,,
2733,66682bdcd2a08931144c1cff,PHAR-M-055/,MYOFIT SYP,,SYRUP,,,,,,,,,,
2734,66682bdcd2a08931144c1cff,PHAR-M-056/,MACOX PLUS,,TABLET,,,,,,,,,,
2735,66682bdcd2a08931144c1cff,PHAR-M-057/,MACOX-ZH KID,,TABLET,,,,,,,,,,
2736,66682bdcd2a08931144c1cff,PHAR-M-058/,MACPRIL 1.25MG TAB,,TABLET,,,,,,,,,,
2737,66682bdcd2a08931144c1cff,PHAR-M-059/,MACPRIL 2.5MG,,TABLET,,,,,,,,,,
2738,66682bdcd2a08931144c1cff,PHAR-M-060/,MACPRIL-5MG,,TABLET,,,,,,,,,,
2739,66682bdcd2a08931144c1cff,PHAR-M-061/,MACPRIL H 2.5MG,,TABLET,,,,,,,,,,
2740,66682bdcd2a08931144c1cff,PHAR-M-062/,MACROZIDE-1000MG,,TABLET,,,,,,,,,,
2741,66682bdcd2a08931144c1cff,PHAR-M-063/,MACROZIDE-500MG,,TABLET,,,,,,,,,,
2742,66682bdcd2a08931144c1cff,PHAR-M-064/,MACROZIDE-750 MG,,TABLET,,,,,,,,,,
2743,66682bdcd2a08931144c1cff,PHAR-M-065/,MACTOR 10,,TABLET,,,,,,,,,,
2744,66682bdcd2a08931144c1cff,PHAR-M-066/,MACTOR EZ,,TABLET,,,,,,,,,,
2745,66682bdcd2a08931144c1cff,PHAR-M-067/,MAHACEF CV 200,,TABLET,,,,,,,,,,
2746,66682bdcd2a08931144c1cff,PHAR-M-068/,MAHACEF-PLUS,,TABLET,,,,,,,,,,
2747,66682bdcd2a08931144c1cff,PHAR-M-069/,MALIRID-DS,,TABLET,,,,,,,,,,
2748,66682bdcd2a08931144c1cff,PHAR-M-070/,MAP-20 TAB,,TABLET,,,,,,,,,,
2749,66682bdcd2a08931144c1cff,PHAR-M-071/,MARCERIN,,TABLET,,,,,,,,,,
2750,66682bdcd2a08931144c1cff,PHAR-M-072/,MARILIV,,TABLET,,,,,,,,,,
2751,66682bdcd2a08931144c1cff,PHAR-M-073/,MARTINOR TAB,,TABLET,,,,,,,,,,
2752,66682bdcd2a08931144c1cff,PHAR-M-074/,MCAL-C,,TABLET,,,,,,,,,,
2753,66682bdcd2a08931144c1cff,PHAR-M-075/,MERONIC-1GM VAIL,MEROPENEM,INJECTION,,CIPLA PHARMA,,,,,,,,
2754,66682bdcd2a08931144c1cff,PHAR-M-076/,MCBM-69 TAB,,TABLET,,,,,,,,,,
2755,66682bdcd2a08931144c1cff,PHAR-M-077/,M-CIN TABLET,,TABLET,,,,,,,,,,
2756,66682bdcd2a08931144c1cff,PHAR-M-078/,MEDROL 16 MG,,TABLET,,,,,,,,,,
2757,66682bdcd2a08931144c1cff,PHAR-M-079/,MEDROL 4MG,,TABLET,,,,,,,,,,
2758,66682bdcd2a08931144c1cff,PHAR-M-080/,MEGANEURON FORTE AMPULE,,INJECTION,,OTSIRA,,,,,,,,
2759,66682bdcd2a08931144c1cff,PHAR-M-081/,MEFTAL-SPAS,,TABLET,,,,,,,,,,
2760,66682bdcd2a08931144c1cff,PHAR-M-082/,MEGA-CV 625MG,,TABLET,,,,,,,,,,
2761,66682bdcd2a08931144c1cff,PHAR-M-083/,MELZAP MD 0.25MG,,TABLET,,,,,,,,,,
2762,66682bdcd2a08931144c1cff,PHAR-M-084/,MELZAP MD 0.5MG,,TABLET,,,,,,,,,,
2763,66682bdcd2a08931144c1cff,PHAR-M-085/,MENOPASE ISO,,TABLET,,,,,,,,,,
2764,66682bdcd2a08931144c1cff,PHAR-M-086/,MEPRATE,,TABLET,,,,,,,,,,
2765,66682bdcd2a08931144c1cff,PHAR-M-087/,METHERGIN,,TABLET,,,,,,,,,,
2766,66682bdcd2a08931144c1cff,PHAR-M-088/,METOLAR - 50MG TABLET,METOPROLOL TARTRATE,TABLET,,CIPLA PHARMA,,,,,,,,
2767,66682bdcd2a08931144c1cff,PHAR-M-089/,METOLAR-XL-50MG,,TABLET,,,,,,,,,,
2768,66682bdcd2a08931144c1cff,PHAR-M-090/,METOLAR-XR-25MG,,TABLET,,,,,,,,,,
2769,66682bdcd2a08931144c1cff,PHAR-M-091/,METOMAC 25 TAB.,,TABLET,,,,,,,,,,
2770,66682bdcd2a08931144c1cff,PHAR-M-092/,METOMAC-50MG,,TABLET,,,,,,,,,,
2771,66682bdcd2a08931144c1cff,PHAR-M-093/,METORAL-2.5MG,,TABLET,,,,,,,,,,
2772,66682bdcd2a08931144c1cff,PHAR-M-094/,METORAL-5MG,,TABLET,,,,,,,,,,
2773,66682bdcd2a08931144c1cff,PHAR-M-095/,METOXIM-200,,TABLET,,,,,,,,,,
2774,66682bdcd2a08931144c1cff,PHAR-M-096/,MET-STAMLO TABLET,METOPROLOL,TABLET,,DR. REDDY`S,,,,,,,,
2775,66682bdcd2a08931144c1cff,PHAR-M-097/,METPURE-XL50,,TABLET,,,,,,,,,,
2776,66682bdcd2a08931144c1cff,PHAR-M-098/,METROGYL-200MG,,TABLET,,,,,,,,,,
2777,66682bdcd2a08931144c1cff,PHAR-M-099/,METROGYL 400MG,,TABLET,,,,,,,,,,
2778,66682bdcd2a08931144c1cff,PHAR-M-100/,METRON-200MG,,TABLET,,,,,,,,,,
2779,66682bdcd2a08931144c1cff,PHAR-M-101/,METPURE-XL 25MG,METOPROLOL;,TABLET,,,,,,,,,,
2780,66682bdcd2a08931144c1cff,PHAR-M-102/,METRON FORTE,,TABLET,,,,,,,,,,
2781,66682bdcd2a08931144c1cff,PHAR-M-103/,MHR TAB,,TABLET,,,,,,,,,,
2782,66682bdcd2a08931144c1cff,PHAR-M-104/,MICROCEF-100MG DT,,TABLET,,,,,,,,,,
2783,66682bdcd2a08931144c1cff,PHAR-M-105/,MICROCEF-200MG DT,,TABLET,,,,,,,,,,
2784,66682bdcd2a08931144c1cff,PHAR-M-106/,MINIPRESS XL 2.5MG,,TABLET,,,,,,,,,,
2785,66682bdcd2a08931144c1cff,PHAR-M-107/,MINIPRESS XL 5MG TAB,,TABLET,,,,,,,,,,
2786,66682bdcd2a08931144c1cff,PHAR-M-108/,MINOSTA D3,,TABLET,,,,,,,,,,
2787,66682bdcd2a08931144c1cff,PHAR-M-109/,MINTOVIT TAB.,,TABLET,,,,,,,,,,
2788,66682bdcd2a08931144c1cff,PHAR-M-110/,MIRNITE TAB,,TABLET,,,,,,,,,,
2789,66682bdcd2a08931144c1cff,PHAR-M-111/,MISOPROST 200 TAB,,TABLET,,,,,,,,,,
2790,66682bdcd2a08931144c1cff,PHAR-M-112/,MIXOGEN TAB,,TABLET,,,,,,,,,,
2791,66682bdcd2a08931144c1cff,PHAR-M-113/,M LIFT,,TABLET,,,,,,,,,,
2792,66682bdcd2a08931144c1cff,PHAR-M-114/,MOBISWITT D 450MG TAB,,TABLET,,,,,,,,,,
2793,66682bdcd2a08931144c1cff,PHAR-M-115/,MODILP ASG 75,,TABLET,,,,,,,,,,
2794,66682bdcd2a08931144c1cff,PHAR-M-116/,MODUS 10MG,,TABLET,,,,,,,,,,
2795,66682bdcd2a08931144c1cff,PHAR-M-117/,MONOCEF-100MG DT,,TABLET,,,,,,,,,,
2796,66682bdcd2a08931144c1cff,PHAR-M-118/,MONOCEF O-200MG,,TABLET,,,,,,,,,,
2797,66682bdcd2a08931144c1cff,PHAR-M-119/,MONTICOPE-A TABLET,MONTELUKAST & LEVOCETIRIZINE,TABLET,,MANKIIND,,,,,,,,
2798,66682bdcd2a08931144c1cff,PHAR-M-120/,MONOTRATE-10MG,,TABLET,,,,,,,,,,
2799,66682bdcd2a08931144c1cff,PHAR-M-121/,MONTAIR - 10,,TABLET,,,,,,,,,,
2800,66682bdcd2a08931144c1cff,PHAR-M-122/,MONTAIR - 5,,TABLET,,,,,,,,,,
2801,66682bdcd2a08931144c1cff,PHAR-M-123/,MONTAIR - LC,,TABLET,,,,,,,,,,
2802,66682bdcd2a08931144c1cff,PHAR-M-124/,MONTAIR LC KID,,TABLET,,,,,,,,,,
2803,66682bdcd2a08931144c1cff,PHAR-M-125/,MONTAIR PLUS,,TABLET,,,,,,,,,,
2804,66682bdcd2a08931144c1cff,PHAR-M-126/,MONTEK LC TAB,,TABLET,,SUN PHARMA,,,,,,,,
2805,66682bdcd2a08931144c1cff,PHAR-M-127/,MONTEMAC A-TABLET,MONTELUKAST & ACEBROPHYLLINE SR,TABLET,,MACLEODS,,,,,,,,
2806,66682bdcd2a08931144c1cff,PHAR-M-128/,MONTEMAC-L TAB,,TABLET,,,,,,,,,,
2807,66682bdcd2a08931144c1cff,PHAR-M-129/,MOTINORM DT 10MG,,TABLET,,,,,,,,,,
2808,66682bdcd2a08931144c1cff,PHAR-M-130/,MOXICIP,,TABLET,,,,,,,,,,
2809,66682bdcd2a08931144c1cff,PHAR-M-131/,MOXIF - 400,,TABLET,,,,,,,,,,
2810,66682bdcd2a08931144c1cff,PHAR-M-132/,MOXIMAC,,TABLET,,,,,,,,,,
2811,66682bdcd2a08931144c1cff,PHAR-M-133/,MOX KID 125,,TABLET,,,,,,,,,,
2812,66682bdcd2a08931144c1cff,PHAR-M-134/,MOX KIT 250,,TABLET,,,,,,,,,,
2813,66682bdcd2a08931144c1cff,PHAR-M-135/,MOXOVAS 0.2 TAB,,TABLET,,,,,,,,,,
2814,66682bdcd2a08931144c1cff,PHAR-M-136/,MOXYNIC DUO 625 TAB,,TABLET,,,,,,,,,,
2815,66682bdcd2a08931144c1cff,PHAR-M-137/,MOZA 2.5MG,,TABLET,,,,,,,,,,
2816,66682bdcd2a08931144c1cff,PHAR-M-138/,MOZA-5,,TABLET,,,,,,,,,,
2817,66682bdcd2a08931144c1cff,PHAR-M-139/,MOZA 5MG,,TABLET,,,,,,,,,,
2818,66682bdcd2a08931144c1cff,PHAR-M-140/,MT PIL TAB,,TABLET,,,,,,,,,,
2819,66682bdcd2a08931144c1cff,PHAR-M-141/,MTVT TAB,,TABLET,,,,,,,,,,
2820,66682bdcd2a08931144c1cff,PHAR-M-142/,MUCOLITE TAB,,TABLET,,,,,,,,,,
2821,66682bdcd2a08931144c1cff,PHAR-M-143/,MUCOMELT A TAB,,TABLET,,,,,,,,,,
2822,66682bdcd2a08931144c1cff,PHAR-M-144/,MUCOMELT-EFFERVES,,TABLET,,,,,,,,,,
2823,66682bdcd2a08931144c1cff,PHAR-M-145/,MUCOMIX,,TABLET,,,,,,,,,,
2824,66682bdcd2a08931144c1cff,PHAR-M-146/,MUCOSYN,,TABLET,,,,,,,,,,
2825,66682bdcd2a08931144c1cff,PHAR-M-147/,MULTICLAV 625,,TABLET,,,,,,,,,,
2826,66682bdcd2a08931144c1cff,PHAR-M-148/,MUSCODAC,,TABLET,,,,,,,,,,
2827,66682bdcd2a08931144c1cff,PHAR-M-149/,MYCOBAL PLUS - AMP,,INJECTION,,,,,,,,,,
2828,66682bdcd2a08931144c1cff,PHAR-M-150/,MYCOBUTOL-400MG,,TABLET,,,,,,,,,,
2829,66682bdcd2a08931144c1cff,PHAR-M-151/,MYCOBUTOL-600MG,,TABLET,,,,,,,,,,
2830,66682bdcd2a08931144c1cff,PHAR-M-152/,MYCOBUTOL-800MG,,TABLET,,,,,,,,,,
2831,66682bdcd2a08931144c1cff,PHAR-M-153/,MYONIT SR 2.6,,TABLET,,,,,,,,,,
2832,66682bdcd2a08931144c1cff,PHAR-M-154/,MYONIT SR 6.4,,TABLET,,,,,,,,,,
2833,66682bdcd2a08931144c1cff,PHAR-M-155/,MYOPROL XL 100MG,,TABLET,,,,,,,,,,
2834,66682bdcd2a08931144c1cff,PHAR-M-156/,MYOPROL XL 25MG,,TABLET,,,,,,,,,,
2835,66682bdcd2a08931144c1cff,PHAR-M-157/,MYOPROL XL 50MG,,TABLET,,,,,,,,,,
2836,66682bdcd2a08931144c1cff,PHAR-M-158/,MYORIL 8MG,,TABLET,,,,,,,,,,
2837,66682bdcd2a08931144c1cff,PHAR-M-159/,MYORIL PLUS 8MG,,TABLET,,,,,,,,,,
2838,66682bdcd2a08931144c1cff,PHAR-M-160/,MYOSPAZ FORTE,,TABLET,,,,,,,,,,
2839,66682bdcd2a08931144c1cff,PHAR-M-161/,MYSOPAZ,,TABLET,,,,,,,,,,
2840,66682bdcd2a08931144c1cff,PHAR-M-162/,MYSOPAZ FORTE TAB,,TABLET,,,,,,,,,,
2841,66682bdcd2a08931144c1cff,PHAR-M-163/,MAGNEON 2ML INJ,,INJECTION,,NEON LAB LTD,,,,,,,,
2842,66682bdcd2a08931144c1cff,PHAR-M-164/,MAGNESIUM SULPHATE 2ML,,INJECTION,,,,,,,,,,
2843,66682bdcd2a08931144c1cff,PHAR-M-165/,MALIJAT 2ML AMP I.M.,,INJECTION,,,,,,,,,,
2844,66682bdcd2a08931144c1cff,PHAR-M-166/,ME-12 INJ,,INJECTION,,,,,,,,,,
2845,66682bdcd2a08931144c1cff,PHAR-M-167/,MECMIN 1ML AMP,,INJECTION,,,,,,,,,,
2846,66682bdcd2a08931144c1cff,PHAR-M-168/,MECOVON 1ML AMP I.M./IV,,INJECTION,,,,,,,,,,
2847,66682bdcd2a08931144c1cff,PHAR-M-169/,MEDOMOL INJ.,,INJECTION,,,,,,,,,,
2848,66682bdcd2a08931144c1cff,PHAR-M-170/,MEFTAL-SPAS 2ML I.M.,,INJECTION,,,,,,,,,,
2849,66682bdcd2a08931144c1cff,PHAR-M-171/,MEGANEURON 1ML AMP,,INJECTION,,ARISTO,,,,,,,,
2850,66682bdcd2a08931144c1cff,PHAR-M-172/,MENOVUL 75 MG AMP,,INJECTION,,,,,,,,,,
2851,66682bdcd2a08931144c1cff,PHAR-M-173/,METHERGIN 1ML I.M./I.V.,,INJECTION,,,,,,,,,,
2852,66682bdcd2a08931144c1cff,PHAR-M-174/,METHYCOBAL 500MG INJ,,INJECTION,,,,,,,,,,
2853,66682bdcd2a08931144c1cff,PHAR-M-175/,MEZOLAM 1ML I.M./I.V.,,INJECTION,,NEON LAB LTD,,,,,,,,
2854,66682bdcd2a08931144c1cff,PHAR-M-176/,MILICOR INJ,,INJECTION,,,,,,,,,,
2855,66682bdcd2a08931144c1cff,PHAR-M-177/,MIXOGEN 1ML,,INJECTION,,,,,,,,,,
2856,66682bdcd2a08931144c1cff,PHAR-M-178/,MUCOMIX 1ML AMP,,INJECTION,,,,,,,,,,
2857,66682bdcd2a08931144c1cff,PHAR-M-179/,MIDFAST-1ML AMP,MIDAZOLAM,INJECTION,,SAMARTH PHARMA,,,,,,,,
2858,66682bdcd2a08931144c1cff,PHAR-M-180/,M.V.I. 10ML AMP,,INJECTION,,,,,,,,,,
2859,66682bdcd2a08931144c1cff,PHAR-M-181/,MYO-PYROLATE 5ML INJ,,INJECTION,,NEON LAB LTD,,,,,,,,
2860,66682bdcd2a08931144c1cff,PHAR-M-182/,MYORIL 2ML,,INJECTION,,,,,,,,,,
2861,66682bdcd2a08931144c1cff,PHAR-M-183/,MYOSTIGMIN 5ML I.M./I.V.,,INJECTION,,,,,,,,,,
2862,66682bdcd2a08931144c1cff,PHAR-M-184/,MACPARIN 40,,INJECTION,,,,,,,,,,
2863,66682bdcd2a08931144c1cff,PHAR-M-185/,MACPARIN 60,,INJECTION,,,,,,,,,,
2864,66682bdcd2a08931144c1cff,PHAR-M-186/,MACZONE 1GM VIAL,,INJECTION,,,,,,,,,,
2865,66682bdcd2a08931144c1cff,PHAR-M-187/,MACZONE 500MG,,INJECTION,,,,,,,,,,
2866,66682bdcd2a08931144c1cff,PHAR-M-188/,MACZONE PLUS 1.5GM,,INJECTION,,,,,,,,,,
2867,66682bdcd2a08931144c1cff,PHAR-M-189/,MACZONE XP 250 VAIL,,INJECTION,,,,,,,,,,
2868,66682bdcd2a08931144c1cff,PHAR-M-190/,MAGNACILLIN-1GM,,INJECTION,,,,,,,,,,
2869,66682bdcd2a08931144c1cff,PHAR-M-191/,MAGNACILLIN-250MG,,INJECTION,,,,,,,,,,
2870,66682bdcd2a08931144c1cff,PHAR-M-192/,MAGNACILLIN-500MG,,INJECTION,,,,,,,,,,
2871,66682bdcd2a08931144c1cff,PHAR-M-193/,MAGNACILLIN NEONATE,,INJECTION,,,,,,,,,,
2872,66682bdcd2a08931144c1cff,PHAR-M-194/,MAGNOVA 1GM VIAL,,INJECTION,,,,,,,,,,
2873,66682bdcd2a08931144c1cff,PHAR-M-195/,MAPIME 1GM,,INJECTION,,,,,,,,,,
2874,66682bdcd2a08931144c1cff,PHAR-M-196/,MAPIME 250GM,,INJECTION,,,,,,,,,,
2875,66682bdcd2a08931144c1cff,PHAR-M-197/,MAPIME 500GM,,INJECTION,,,,,,,,,,
2876,66682bdcd2a08931144c1cff,PHAR-M-198/,MEGA -CV 1.2GM,,INJECTION,,ARISTO,,,,,,,,
2877,66682bdcd2a08931144c1cff,PHAR-M-199/,MEGA-CV 150MG,,INJECTION,,,,,,,,,,
2878,66682bdcd2a08931144c1cff,PHAR-M-200/,MEGA -CV 300MG,,INJECTION,,,,,,,,,,
2879,66682bdcd2a08931144c1cff,PHAR-M-201/,MEGA-CV 600MG,,INJECTION,,,,,,,,,,
2880,66682bdcd2a08931144c1cff,PHAR-M-202/,"MEDIPOP 4""",,DISPOSABLE,,,,,,,,,,
2881,66682bdcd2a08931144c1cff,PHAR-M-203/,"MEDIPOP 6""",,DISPOSABLE,,,,,,,,,,
2882,66682bdcd2a08931144c1cff,PHAR-M-204/,MEGAZIDE 125MG,,INJECTION,,,,,,,,,,
2883,66682bdcd2a08931144c1cff,PHAR-M-205/,MEGAZIDE 1GM,,INJECTION,,,,,,,,,,
2884,66682bdcd2a08931144c1cff,PHAR-M-206/,MEGAZIDE 250MG,,INJECTION,,,,,,,,,,
